  0.0000000000    0.0450000000
  0.0020000000    0.0100000000    249    41
  0.0001616003    0.0002036809    0.0003003240    0.0004200470    0.0005511000
  0.0006896203    0.0008344291    0.0009853975    0.0011428304    0.0013074936
  0.0014804984    0.0016634372    0.0018583022    0.0020680072    0.0022964012
  0.0025488577    0.0026882861    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
  0.0026882928    0.0026882928    0.0026882928    0.0026882928    0.0026882928
