  0.0000000000    20.3550000000
  0.0500000000    1.0000000000    249    199
  0.0342711970    0.0342711970    0.0342711970    0.0342850748    0.0342850748
  0.0342781359    0.0343128304    0.0343128304    0.0342920137    0.0343128304
  0.0343336470    0.0343267081    0.0343475248    0.0343683415    0.0344030360
  0.0344099749    0.0344238527    0.0344724249    0.0344724249    0.0345209972
  0.0345418139    0.0345626305    0.0345695694    0.0346181417    0.0346528362
  0.0346597751    0.0347083473    0.0347361029    0.0347638585    0.0348054918
  0.0348540641    0.0348679419    0.0349373308    0.0349581475    0.0350414142
  0.0350552920    0.0351246809    0.0351593754    0.0352357032    0.0352357032
  0.0353259089    0.0354091756    0.0354438701    0.0355063201    0.0355548924
  0.0356242813    0.0356797925    0.0357214258    0.0358185703    0.0359295926
  0.0359295926    0.0360197983    0.0360753094    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0361238817    0.0361238817    0.0361238817    0.0361238817    0.0361238817
  0.0350969254    0.0351177420    0.0350899865    0.0351108032    0.0351316198
  0.0351385587    0.0351177420    0.0351316198    0.0351385587    0.0351593754
  0.0351663143    0.0351871310    0.0351871310    0.0352079477    0.0352287644
  0.0352218255    0.0352565199    0.0352773366    0.0352842755    0.0353259089
  0.0353259089    0.0353467255    0.0354161145    0.0354230534    0.0354508090
  0.0354716256    0.0355132590    0.0355340757    0.0355687702    0.0356173424
  0.0356520369    0.0356728536    0.0357144869    0.0357422425    0.0358255092
  0.0358463259    0.0359018371    0.0359365315    0.0360406149    0.0361030650
  0.0360614316    0.0361377595    0.0362002095    0.0362626595    0.0363251096
  0.0363736818    0.0364777653    0.0365055208    0.0365679709    0.0366512376
  0.0367206265    0.0367622599    0.0368455266    0.0369218545    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0369773656    0.0369773656    0.0369773656    0.0369773656    0.0369773656
  0.0359226537    0.0359434704    0.0359157148    0.0359365315    0.0359434704
  0.0359295926    0.0359365315    0.0359365315    0.0359295926    0.0359642871
  0.0359781649    0.0359851038    0.0360197983    0.0360059205    0.0360475538
  0.0360614316    0.0360406149    0.0360961261    0.0361100039    0.0361030650
  0.0361377595    0.0361793928    0.0362071484    0.0362349040    0.0362557206
  0.0362210262    0.0363251096    0.0363251096    0.0363944985    0.0364014374
  0.0364291930    0.0364638875    0.0364985819    0.0365332764    0.0365887876
  0.0366720543    0.0366651154    0.0367275654    0.0367761377    0.0367969544
  0.0368455266    0.0369218545    0.0369426711    0.0369912434    0.0370259379
  0.0371647157    0.0371508380    0.0372341047    0.0372826769    0.0373798215
  0.0374075770    0.0375047216    0.0375532938    0.0376157439    0.0376781939
  0.0377683995    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0377614606    0.0377614606    0.0377614606    0.0377614606    0.0377614606
  0.0367067488    0.0367136876    0.0367136876    0.0367206265    0.0367414432
  0.0367345043    0.0367275654    0.0367206265    0.0367553210    0.0367483821
  0.0367691988    0.0367553210    0.0367414432    0.0368108322    0.0367900155
  0.0368247099    0.0368524655    0.0368594044    0.0369010378    0.0368802211
  0.0369287934    0.0369357323    0.0369704267    0.0369981823    0.0369981823
  0.0370328768    0.0370745101    0.0371092046    0.0371369602    0.0371438991
  0.0371994102    0.0372479825    0.0372757381    0.0373381881    0.0373590048
  0.0373867604    0.0374214548    0.0374769660    0.0375047216    0.0375741105
  0.0375879883    0.0376226827    0.0376990106    0.0377892162    0.0378169718
  0.0378516662    0.0379349330    0.0379279941    0.0380112608    0.0380667720
  0.0381361609    0.0381916720    0.0382818777    0.0383165721    0.0383929000
  0.0384553500    0.0385247390    0.0385247390    0.0385108612    0.0385108612
  0.0385108612    0.0385108612    0.0385108612    0.0385108612    0.0385108612
  0.0385108612    0.0385108612    0.0385108612    0.0385108612    0.0385108612
  0.0385108612    0.0385108612    0.0385108612    0.0385108612    0.0385108612
  0.0385108612    0.0385108612    0.0385108612    0.0385108612    0.0385108612
  0.0385108612    0.0385108612    0.0385108612    0.0385108612    0.0385108612
  0.0385108612    0.0385108612    0.0385108612    0.0385108612    0.0385108612
  0.0385108612    0.0385108612    0.0385108612    0.0385108612    0.0385108612
  0.0385108612    0.0385108612    0.0385108612    0.0385108612    0.0385108612
  0.0385108612    0.0385108612    0.0385108612    0.0385108612    0.0385108612
  0.0385108612    0.0385108612    0.0385108612    0.0385108612    0.0385108612
  0.0385108612    0.0385108612    0.0385108612    0.0385108612    0.0385108612
  0.0385108612    0.0385108612    0.0385108612    0.0385108612    0.0385108612
  0.0385108612    0.0385108612    0.0385108612    0.0385108612    0.0385108612
  0.0385108612    0.0385108612    0.0385108612    0.0385108612    0.0385108612
  0.0385108612    0.0385108612    0.0385108612    0.0385108612    0.0385108612
  0.0385108612    0.0385108612    0.0385108612    0.0385108612    0.0385108612
  0.0385108612    0.0385108612    0.0385108612    0.0385108612    0.0385108612
  0.0385108612    0.0385108612    0.0385108612    0.0385108612    0.0385108612
